OBJECTID,PUBLIC_NAME,PARENT_NAME,NESTED,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_PROG_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
266,Thomas I Guerin Recreation Center,Thomas I Guerin Recreation Center,N,Thomas I. Guerin Recreation Center,Guerin,,1865,2201 S 16TH ST,19145,2201 S 16TH ST,16th & Jackson,2.04682161,RECREATION_CENTER,RECREATION_SITE,11,7,2,1,Y,Y,Y,,14100.3515625,503.265398259058
267,Clarkson Park,Clarkson Park,N,,Clarkson,Matthew Clarkson Park,2815,5475 N BROAD ST,19141,"5401-55 N BROAD ST, 5501-11 N BROAD ST","Board & Somerville;5401-55 N BROAD ST, 5501-11 N BROAD ST",2.07138192,NEIGHBORHOOD_PARK,SQUARE_PLAZA,4,3,9,35,Y,Y,N,,14317.015625,797.203312549049
268,Michael Foglietta Plaza,I-95 Park,Y,Michael Foglietta Plaza,Foglietta, ,1625,109 SPRUCE ST,19106,N/A,,2.05696837,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,12,5,1,9,Y,Y,N,,14179.328125,472.509856919324
269,South Philadelphia Older Adult Center,South Philadelphia Older Adult Center,N,South Philadelphia Older Adult Center,S Phila Older Adults Center,SPOAC,964,1430 E PASSYUNK AVE,19147,1430 E PASSYUNK AVE,,1.87522481,OLDER_ADULT_CENTER,OLDER_ADULT_CENTER,12,7,1,3,Y,Y,Y,,12921.546875,643.956811948015
270,Pretzel Park,Pretzel Park,N,Pretzel Park,Pretzel,Manayunk Park,749,4300 SILVERWOOD ST,19127,4300 SILVERWOOD ST,Silverwood & Rector,2.01667123,PLAYGROUND_SITE,MISC_PARK,3,4,4,5,Y,Y,N,,13934.55859375,515.74462312278
271,A Giuseppe DiSilvestro Playground,A Giuseppe DiSilvestro Playground,N,A. Giuseppe DiSilvestro Playground,DiSilvestro,,228,1700 S BROAD ST,19145,1700 S BROAD ST,"1701 S 15TH ST, Broad & Morris",1.99072817,RECREATION_CENTER,RECREATION_SITE,11,7,2,17,Y,Y,Y,Site is managed/maintained by PPR/CHOP/Public Health/Free Library,13716.41796875,496.542683771583
272,Penrose Memorial Playground,Penrose Memorial Playground,N,Penrose Memorial Playground,Penrose,,1977,1101 W SUSQUEHANNA AVE,19133,1101 W SUSQUEHANNA AVE,12th & Susquehanna,1.70811841,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,,11788.84765625,490.485417721449
273,Charles T Mitchell Jr (Seger) Park,Charles T Mitchell Jr (Seger) Park,N,"Charles T. Mitchell, Jr. Park",Mitchell (Seger),"Charles Mitchell Playground; Charles Seger Park",1951,1020 LOMBARD ST,19147,1000-42 LOMBARD ST,1000-42 LOMBARD ST,1.91129728,RECREATION_CENTER,RECREATION_SITE,12,7,1,3,Y,Y,Y,"Building is named for Charles Seger (1977); Site is named for Charles T Mitchell Jr (1976).",13174.7109375,488.311980321813
274,Eric N Casiano Field,Eric N Casiano Field,N,Eric N. Casiano Field,Casiano,"Dauphin & Oriana Fields;4th & York;4th & Dauphin",1302,2301 N 04TH ST,19133,"2301-17 N 4TH ST, 400-10 W DAUPHIN ST, 2256 N 4TH ST, 314-24 W DAUPHIN ST","4th St and York St;2301-17 N 4TH ST, 400-10 W DAUPHIN ST, 2256 N 4TH ST, 314-24 W DAUPHIN ST",1.87150518,ATHLETIC_SITE,MISC_PARK,8,6,7,26,Y,Y,N,,12916.37109375,463.647563920428
275,Venice Island Performing Arts and Recreation Center,Venice Island Performing Arts and Recreation Center,N,Venice Island Performing Arts and Recreation Center,Venice Island,,3448,25 LOCK ST,19127,"7 LOCK ST, 25 LOCK ST, 1 RECTOR ST","SCHUYLKILL and COTTON; 7 Lock St; 1 RECTOR ST",1.6819157,RECREATION_CENTER,RECREATION_SITE,3,4,4,5,Y,Y,Y,MOU with PWD and DPP shows this area as PPR's responsibility.,11620.73046875,672.453931478555
276,Hancock Playground,Hancock Playground,N,Hancock Playground,Hancock,St John's,1867,1403 N HANCOCK ST,19122,147 MASTER ST,"147 MASTER ST, Jefferson & Hancock;160 JEFFERSON ST",1.78341482,RECREATION_CENTER,RECREATION_SITE,9,2,5,26,Y,Y,Y,,12303.78125,469.019609784348
277,Howard Sayre Morris Recreation Center,Howard Sayre Morris Recreation Center,N,Howard Sayre Morris Recreation Center,Sayre Morris,,1949,5825 SPRUCE ST,19139,5800 WALNUT ST,"5835 SPRUCE, 59th & Spruce;5800 WALNUT ST",1.60589254,RECREATION_CENTER,RECREATION_SITE,10,8,3,18,Y,Y,Y,"PPR Lease began 1968; PPR is responsible for the playground equipment only. The property and building are the School Districts responsibility.",11073.77734375,481.115005326316
278,Reverend Edward P Burke Playground,Reverend Edward P Burke Playground,N,Reverend Edward P. Burke Playground,Burke,,202,2198 S 2ND ST,19148,200 SNYDER AVE,"200 SNYDER AVE;2nd & Jackson; 2144 S 2ND ST",1.22289054,RECREATION_CENTER,RECREATION_SITE,12,7,1,3,Y,Y,N,Library portion of land is not administered by PPR.,8423.921875,372.445920411598
279,Kay Park,Kay Park,N,Kay Park,Kay,Vandergrift Estate,1629,4712 PULASKI AVE,19144,4712 PULASKI AVE,,1.49309226,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,39,Y,Y,N,,10315.71875,411.951804818634
280,Ned Wolf Park,Ned Wolf Park,N,Ned Wolf Park,Wolf,,586,7018 MC CALLUM ST,19119,7018 MC CALLUM ST,Mc Callum St & W Ellet St,0.24681906,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3,4,8,14,Y,Y,N,"Former Arco station, funded by Arco.",1706.61328125,180.434727338565
281,Sherwood Park,Sherwood Park,N,,Sherwood, ,181,5601 BALTIMORE AVE,19143,5601 BALTIMORE AVE,57th & Baltimore,1.6474484,PLAYGROUND_SITE,MISC_PARK,10,8,3,18,Y,Y,N,,11357.01953125,518.381899641714
282,Howell Park,Howell Park,N,Howell Park,Howell, ,1172,5215 GREENE ST,19144,5215 GREENE ST,,1.5590139,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,39,Y,Y,N,,10773.8359375,581.208914517581
283,Norman (Butch) Ellis Playground,Norman (Butch) Ellis Playground,N,Norman (Butch) Ellis Playground,Ellis,39th and Olive Playground,1803,714 N 39TH ST,19104,714 N 39TH ST,"700-14 N 39TH ST, 724 N 39TH ST",1.47978435,PLAYGROUND_SITE,RECREATION_SITE,7,8,3,16,Y,Y,Y,,10206.9765625,441.982568869768
284,Michael J Towey Playground,Michael J Towey Playground,N,Michael J. Towey Playground,Towey,,1964,1866 N HOWARD ST,19122,"1832-50 N HOWARD ST, 144 W BERKS ST","1832-50 N HOWARD ST;1832 N HOWARD ST;144 W BERKS;Masher & Berks;1876 N HOWARD ST",1.4519721,RECREATION_CENTER,RECREATION_SITE,9,6,7,26,Y,Y,Y,,10018.796875,397.541626552407
285,Fishtown Recreation Center,Fishtown Recreation Center,N,Fishtown Recreation Center,Fishtown,"Lederer Recreation Center;Lederer Pool;Thomas Hooker Hockey Rink",1856,1222 E MONTGOMERY AVE,19125,"1202-32 E MONTGOMERY AVE; 1225 E MONTGOMERY AVE","1202-32 E MONTGOMERY AVE;612-18 MOYER ST",1.75309355,RECREATION_CENTER,RECREATION_SITE,9,2,5,26,Y,Y,Y,,12094.20703125,690.942097713965
286,Shot Tower Recreation Center,Shot Tower Recreation Center,N,Shot Tower Recreation Center,Shot Tower,,969,129 CARPENTER ST,19147,101-31 CARPENTER ST,"101-31 CARPENTER ST;103 CARPENTER ST",1.43815356,RECREATION_CENTER,RECREATION_SITE,12,7,1,3,Y,Y,Y,,9910.79296875,438.476933492912
287,Marian Winfield Hissey Recreation Center,Marian Winfield Hissey Recreation Center,N,Marian Winfield Hissey Recreation Center,Hissey,Hissey Playground,569,424 E INDIANA AVE,19134,400-32 E INDIANA AVE,"400-32 E INDIANA AVE, Indiana & C",1.44120337,PLAYGROUND_SITE,RECREATION_SITE,5,3,7,24,Y,Y,N,,9949.08984375,397.405548837881
288,Shevchenko Park,Shevchenko Park,N,,Shevchenko,Taras Shevchenko Park,1170,5301 N BROAD ST,19141,5301 N BROAD ST,,1.32062148,NEIGHBORHOOD_PARK,SQUARE_PLAZA,4,3,9,35,Y,Y,N,,9127.45703125,500.982517942624
289,Jerome Brown Playground,Jerome Brown Playground,N,Jerome Brown Park Playground,Brown,"Kenderton Playground;20th and Tioga Field",1880,1987 W ONTARIO ST,19140,"1927-41 W ONTARIO ST;2001 W TIOGA ST","1927-41 W ONTARIO ST;1919-41 W ONTARIO ST;1959 W ONTARIO ST;2001 W TIOGA ST",2.5782326,RECREATION_CENTER,RECREATION_SITE,8,4,8,39,Y,Y,Y,,17805.0703125,878.415470895691
290,Howard McCall Sr Playground,Howard McCall Sr Playground,N,"Howard McCall, Sr. Playground",McCall,30th and Jefferson Playground,797,3007 JEFFERSON ST,19121,3001-15 JEFFERSON ST,3001-15 JEFFERSON ST,1.20242535,PLAYGROUND_SITE,MISC_PARK,8,6,5,22,Y,Y,N,,8297.15234375,365.134231251495
291,Nelson M Herron Playground and Recreation Center,Nelson M Herron Playground and Recreation Center,N,Nelson M. Herron Playground and Recreation Center,Herron,,2898,1322 S 02ND ST,19147,"1322 S 02ND ST, 213 REED ST","213 REED ST, American & Reed",1.11985359,RECREATION_CENTER,RECREATION_SITE,12,7,1,3,Y,Y,Y,,7716.33203125,353.934264226671
292,Buist Park,Buist Park,N,,Buist, ,8,2528 HOBSON ST,19142,2528 HOBSON ST,68th & Buist,1.10659092,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,8,2,12,Y,Y,N,,7622.26171875,357.423856729265
293,Black Coyle and McBride Playground,Black Coyle and McBride Playground,N,"Black, Coyle, and McBride Playground",Black Coyle McBride,Pop's Playground,1820,2137 E HAZZARD ST,19125,2150-72 E HUNTINGDON ST,2150-72 E HUNTINGDON ST,1.06783619,PLAYGROUND_SITE,RECREATION_SITE,9,2,1,26,Y,Y,N,Renovation in Fall of 2021.,7369.37109375,455.590481113774
294,Russell DeRitis Playground,Russell DeRitis Playground,N,Russell DeRitis Playground,DeRitis,,198,5655 GRAYS AVE,19143,5655 GRAYS AVE,57th & Grays Ferry,1.0356371,PLAYGROUND_SITE,MISC_PARK,10,8,2,12,Y,Y,N,,7136.26171875,415.298360505483
295,Fairview Park,Fairview Park,N,,Fairview, ,806,4418 MANAYUNK AVE,19128,4418 MANAYUNK AVE,,1.0108714,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,3,4,4,5,Y,Y,N,,6985.78125,335.077426090646
296,Hawthorne Cultural Center,Hawthorne Cultural Center,N,Hawthorne Cultural Center,Hawthorne Cultural Center,"Ridgway Park;Ridgway Pool",1869,1200 CARPENTER ST,19147,"1200 CARPENTER ST;1301 CARPENTER ST","1301 CARPENTER ST;901-23 S Broad St",2.0378878,RECREATION_CENTER,RECREATION_SITE,12,7,2,3,Y,Y,Y,Ridgway Park/Pool is considered a park of Hawthorne Cultural Center.,14045.37109375,806.495617096409
297,Winston Park,Winston Park,N,Winston Park,Winston, ,1133,185 E WILLOW GROVE AVE,19118,"181-85 E WILLOW GROVE AVE;60 E WILLOW GROVE AVE","181-85 E WILLOW GROVE AVE;60 E WILLOW GROVE AVE",1.01515504,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,3,4,8,14,N,Y,N,"Parceled portions assigned to DPP, but PPR is maintaining.",7024.0859375,599.428441613633
298,Konrad Square,Konrad Square,N,,Konrad, ,783,2200 E DAUPHIN ST,19125,2200-26 E DAUPHIN ST,"2200-26 E DAUPHIN ST, Tulip & Dauphin",1.01607809,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,2,1,26,Y,Y,N,,7011.2578125,334.149991836139
299,Lincoln Indoor Pool,Lincoln Indoor Pool,N,,Lincoln,Abraham Lincoln High School Indoor Pool,3471,7437 ROWLAND AVE,19136,3201 RYAN AVE,"3201 RYAN AVE;7400 ROWLAND AVE",0.86936574,POOL_SITE,RECREATION_SITE,2,1,6,15,Y,Y,Y,PPR leases out the Indoor Pool only from School District began in 1977.,6010.03515625,434.17943464309
300,Woodward Pines,Woodward Pines,N,,Woodward, ,2823,7922 LINCOLN DR,19118,"159 W SPRINGFIELD AVE, 7930-34 LINCOLN DR","159 W SPRINGFIELD AVE, 7930-34 LINCOLN DR",1.36261608,CONSERVATION_UNDEVELOPED,BREEZEWAY_ISLAND,3,4,8,14,N,Y,N,,9426.76953125,751.275512280035
301,33rd and Wallace Playground,33rd and Wallace Playground,N,,33rd and Wallace,Mantua Playground,1801,3302 WALLACE ST,19104,3300-26 WALLACE ST,"3300-26 WALLACE ST, Wallace & Mount Vernon",0.94685551,PLAYGROUND_SITE,RECREATION_SITE,7,8,3,16,Y,Y,Y,,6530.875,363.812414996341
302,Ann P Nichols Park,Ann P Nichols Park,N,Ann P. Nichols Park,Nichols,,494,5430 RACE ST,19139,5430-46 RACE ST,"5430-46 RACE ST, Race & Conestoga",0.88560537,PLAYGROUND_SITE,MISC_PARK,7,8,4,19,Y,Y,N,,6108.09765625,328.530252971226
303,Weccacoe Square,Weccacoe Square,N,Weccacoe Square,Weccacoe,Queen Village Neighbors Assn,1969,425 QUEEN ST,19147,405-25 QUEEN ST,"405-25 QUEEN ST;4th & Catharine;412 CATHARINE ST;400 Catharine St",0.90373832,NEIGHBORHOOD_PARK,RECREATION_SITE,12,7,1,3,Y,Y,N,,6228.515625,314.661066536613
304,Frankford and Pennypack Park,Frankford and Pennypack Park,N,,Frankford and Pennypack,Frankford Neighborhood Park,390,4400 PENNYPACK ST,19136,4400 PENNYPACK ST,,0.91624538,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,2,1,6,8,Y,Y,N,,6334.9375,322.437897494398
305,Colonel Thomas J Powers Park,Colonel Thomas J Powers Park,N,Colonel Thomas J. Powers Park,Powers,,591,2987 ALMOND ST,19134,2987 ALMOND ST,Ann & Almond,0.89804708,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6,2,1,24,Y,Y,N,,6197.3828125,318.784547913281
306,Gold Star Park,Gold Star Park,N,,Gold Star, ,143,613 WHARTON ST,19147,613 WHARTON ST,Wharton & Marshall,0.8829424,PLAYGROUND_SITE,MISC_PARK,12,7,1,3,Y,Y,N,Currently under construction 8/2020,6084.28515625,315.620069798698
307,Betsy Ross House,Betsy Ross House,N,Betsy Ross House,Betsy Ross House,Betsy Ross Flag House Museum,980,239 ARCH ST,19106,239-47 ARCH ST,239-47 ARCH ST,0.23618816,EVENT_VENUE,HISTORIC_SITE,9,5,1,9,Y,Y,N,,1628.484375,173.33903922709
308,Hawthorne Park,Hawthorne Park,N,,Hawthorne Park, ,2884,750 S 12TH ST,19147,750 S 12TH ST,12th & Catharine,0.874577,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,2,3,Y,Y,N,,6028.01953125,307.769197198538
309,East Passyunk Community Recreation Center,East Passyunk Community Recreation Center,N,East Passyunk Community Recreation Center,East Passyunk,Tolentine Community Center,1963,1027 MIFFLIN ST,19148,1025-33 MIFFLIN ST,"1025-33 MIFFLIN ST, 1025 MIFFLIN ST",0.81926792,RECREATION_CENTER,RECREATION_SITE,12,7,1,3,Y,Y,Y,Site had some renovations in 9/2020,5644.421875,342.159280993505
310,Thomas P Stokley Recreation Center,Thomas P Stokley Recreation Center,N,Thomas P. Stokley Recreation Center,Stokley,,1959,3000 EDGEMONT ST,19134,3000 EDGEMONT ST,"Edgemont & Indiana;3001 THOMPSON ST",0.84238024,PLAYGROUND_SITE,RECREATION_SITE,6,2,1,24,Y,Y,Y,,5813.19921875,302.214908763499
311,Cedar Park,Cedar Park,N,,Cedar, ,401,4917 BALTIMORE AVE,19143,4917-53 BALTIMORE AVE,"4917-53 BALTIMORE AVE, 50th & Baltimore",0.83899018,PLAYGROUND_SITE,MISC_PARK,10,8,3,18,Y,Y,N,,5783.99609375,377.916807128464
312,Waterloo Playground,Waterloo Playground,N,Waterloo Playground,Waterloo,,2901,2501 WATERLOO ST,19133,2502-12 N HOWARD ST,"2502-12 N HOWARD ST, Waterloo & Cumberland",1.03773954,RECREATION_CENTER,RECREATION_SITE,8,6,7,26,Y,Y,Y,,7162.66015625,490.133044166884
313,Tip Top Playground,Tip Top Playground,N,Tip Top,Tip Top, ,279,1013 N HOPE ST,19123,1036-66 N FRONT ST,"1036-66 N FRONT ST, Front & Allen",0.7863159,PLAYGROUND_SITE,RECREATION_SITE,9,2,1,26,Y,Y,N,,5423.81640625,316.916464090567
314,Palmer Park,Palmer Park,N,Palmer Park,Palmer,Fishtown at Palmer Park,1171,1701 FRANKFORD AVE,19125,1701-21 FRANKFORD AVE,"1701-21 FRANKFORD AVE, Frankford & Palmer",0.81570368,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,2,5,26,Y,Y,N,,5627.87109375,292.852521638213
315,Trenton and Auburn Playground,Trenton and Auburn Playground,N,,Trenton and Auburn,,583,2222 E AUBURN ST,19134,"2207-49 E RUSH ST;2263-73 E RUSH ST;2200-54 E AUBURN ST","2207-49 E RUSH ST;2263-73 E RUSH ST;2200-54 E AUBURN ST",1.47624243,PLAYGROUND_SITE,MISC_PARK,6,2,1,24,Y,Y,N,,10188.48828125,539.278306088354
316,James Otis Ford Playground,James Otis Ford Playground,N,James Otis Ford Playground,Ford,Ford PAL Recreation Center,958,633 SNYDER AVE,19148,"609-39 SNYDER AVE, 630-38 SNYDER AVE","619 SNYDER AVE;7th & Snyder",0.810065,EVENT_VENUE,RECREATION_SITE,12,7,1,3,Y,Y,Y,PAL leases from PPR. PPR Programs the Pool.,5580.4765625,322.010382519763
317,Ben Barkan Park,Ben Barkan Park,N,,Barkan,,239,4998 SPRUCE ST,19143,4936-58 SPRUCE ST,"4936-58 SPRUCE ST, 50th & Spruce",0.78107591,PLAYGROUND_SITE,MISC_PARK,10,8,3,18,Y,Y,N,,5385.63671875,303.834102270077
318,Charles Baker and Carol Baker Rice Recreation Center,Charles Baker and Carol Baker Rice Recreation Center,N,Charles Baker and Carol Baker Rice Recreation Center,Baker,Charles A. Baker Playground,1981,5433 LANSDOWNE AVE,19131,5431-43 LANSDOWNE AVE,"5431-43 LANSDOWNE AVE, Conestoga & Lansdowne;1600 N CONESTOGA ST",0.75911097,RECREATION_CENTER,RECREATION_SITE,7,8,4,19,Y,Y,Y,Name changed in 2024 to include Carol Baker Rice. Building renovation in 2024.,5237.79296875,315.120631279032
319,8th and Diamond Playground,8th and Diamond Playground,N,,8th and Diamond,,1805,2098 N 08TH ST,19122,"2032-62 N 08TH ST; 2062 N 08TH ST","2032-62 N 08TH ST, 800 DIAMOND ST, 2062 N 08TH ST",0.72494786,RECREATION_CENTER,RECREATION_SITE,8,6,5,26,Y,Y,Y,Site Renovated 2020-2021 (Rebuild).,5002.91796875,302.92795716146
320,Frank S Nelson Jr Memorial Recreation Center,Frank S Nelson Jr Memorial Recreation Center,N,"Frank S. Nelson, Jr. Memorial Recreation Center",Nelson,,1988,2528 N 03RD ST,19133,2500-34 N 3RD ST,"2500-34 N 03RD ST, 3rd & Cumberland",0.72068312,RECREATION_CENTER,RECREATION_SITE,8,6,7,26,Y,Y,Y,,4974.34375,299.56543860391
321,Fitler Square,Fitler Square,N,,Fitler, ,2904,2301 PINE ST,19103,2301-23 PINE ST,"2301-23 PINE ST, 23rd & Pine",0.72002673,NEIGHBORHOOD_PARK,SQUARE_PLAZA,11,5,2,9,Y,Y,N,,4963.78515625,292.6747069823
322,Vincent G Panati Playground,Vincent G Panati Playground,N,Vincent G. Panati Playground,Panati,,1928,3115 N 22ND ST,19132,"3101-27 N 22ND ST;2119-29 W CLEARFIELD ST","3101-27 N 22ND ST, 22nd & Clearfield;2119-29 W CLEARFIELD ST",1.10142493,EVENT_VENUE,RECREATION_SITE,8,6,8,39,Y,Y,N,Leased to Allegheny West Foundation.,7605.234375,348.814724266937
323,Heritage Park Playground,Heritage Park Playground,N,,Heritage, ,1871,1533 W CLEARFIELD ST,19132,1517-33 W CLEARFIELD ST,"1517-33 W CLEARFIELD ST,  1511-17 W CLEARFIELD ST, 1519 W CLEARFIELD ST",0.65680114,PLAYGROUND_SITE,RECREATION_SITE,8,4,8,39,Y,Y,N,,4534.96875,277.777934531516
324,Frank Glavin Playground,Frank Glavin Playground,N,The Frank Glavin Playground,Glavin,"""A&W"" Playground",1860,2612 E WESTMORELAND ST,19134,3267-81 ALMOND ST,"3267-81 ALMOND ST, 2600 E WESTMORELAND ST; Westmoreland & Almond",0.62875915,RECREATION_CENTER,RECREATION_SITE,6,2,6,24,Y,Y,Y,,4339.53515625,260.946765812856
325,Marie Winchester Playground,Marie Winchester Playground,N,Marie Winchester Playground,Winchester, ,2900,2326 N 15TH ST,19132,2316-36 N 15TH ST,"2330 N 15th St, 2316-36 N 15TH ST, 2322 N 15TH ST",0.61297534,RECREATION_CENTER,RECREATION_SITE,8,6,5,22,Y,Y,Y,,4230.8828125,303.327862951244
326,Giuseppe Bardascino Park,Giuseppe Bardascino Park,N,Giuseppe Bardascino Park,Bardascino,,557,1000 S 10TH ST,19147,1000 S 10TH ST,10th & Carpenter,0.23351651,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,1609.3828125,158.235860408027
327,Triangle Park,Triangle Park,N,,Triangle Park, ,844,5419 UPLAND WAY,19131,5425R-65 UPLAND WAY,5425R-65 UPLAND WAY,0.61991909,PLAYGROUND_SITE,MISC_PARK,7,8,4,19,Y,Y,N,,4278.16796875,314.515689854892
328,Cianfrani Park,Cianfrani Park,N,,Cianfrani, ,521,721 S 08TH ST,19147,721 S 08TH ST,8th & Fitzwater,0.60877138,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,4195.94921875,272.069295856777
329,Garden Court,Garden Court,N,,Garden Court,Garden City Tennis Courts Park,303,4710 SPRUCE ST,19143,4700-10 SPRUCE ST,"4700-10 SPRUCE ST, 47th & Spruce",0.58517161,ATHLETIC_SITE,MISC_PARK,10,8,3,18,Y,Y,N,,4034.765625,273.334297127641
330,Clayborne and Lewis Playground,Clayborne and Lewis Playground,N,Clayborne and Lewis Playground,Clayborne and Lewis,,2896,1101 N 38TH ST,19104,1101 N 38TH ST,"38th & Poplar, 3800 POPLAR ST",0.59067472,RECREATION_CENTER,RECREATION_SITE,7,8,3,16,Y,Y,Y,,4075.1328125,255.457752887828
331,Merritt Square,Merritt Square,N,,Merritt, ,781,1321 STEINBER ST,19124,1321 STEINBER ST,Steinber & Carey,0.56397442,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,3,7,24,Y,Y,N,,3894.44921875,246.235344884356
332,Gerald J Maguire Playground,Gerald J Maguire Playground,N,Gerald J. Maguire Playground,Maguire,Lehigh Playground,780,155 W LEHIGH AVE,19133,155-59 W LEHIGH AVE,"155-59 W LEHIGH AVE, Mascher & Lehigh",0.56109426,PLAYGROUND_SITE,MISC_PARK,5,3,7,25,Y,Y,N,,3873.109375,260.697503279888
333,Sabatino La Noce Park,Sabatino La Noce Park,N,,La Noce,,879,5119 ROCHELLE AVE,19128,5119 ROCHELLE AVE,,0.63945635,PLAYGROUND_SITE,MISC_PARK,3,4,4,5,Y,Y,N,,4417.41796875,267.569651962132
334,Mario Lanza Park,Mario Lanza Park,N,,Lanza,,47,214 CATHARINE ST,19147,214 CATHARINE ST,,0.50691821,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,3493.58984375,257.62950194578
335,37th and Mount Vernon Playground,37th and Mount Vernon Playground,N,,37th and Mt Vernon,,2897,614 N 37TH ST,19104,608-16 N 37TH ST,"608-16 N 37TH ST;600 N 37TH ST;3700 MOUNT VERNON ST",0.47816674,PLAYGROUND_SITE,MISC_PARK,7,8,3,16,Y,Y,Y,,3298.015625,264.141831520469
336,James L Wright Playground,James L Wright Playground,N,James L. Wright Playground,Wright,Mantua Recreation Center,1975,3340 HAVERFORD AVE,19104,"3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST","3320-50 HAVERFORD AVE, 34th & Haverford, 3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST, 3390 HAVERFORD AVE, 3384 HAVERFORD AVE",0.46471748,RECREATION_CENTER,RECREATION_SITE,7,8,3,16,Y,Y,Y,,3205.25,281.150482700071
337,Hagert Street Playground,Hagert Street Playground,N,,Hagert,,847,2034 E HAGERT ST,19125,2024-40 E HAGERT ST,"2024-40 E HAGERT ST, Hagert & Coral",0.48635301,PLAYGROUND_SITE,MISC_PARK,9,2,1,26,Y,Y,N,,3356.390625,246.189236148772
338,Ramblers Recreation Center,Ramblers Recreation Center,N,,Ramblers,Harrowgate PAL Center,1937,851 E TIOGA ST,19134,"801-41 E ATLANTIC ST, 851 E TIOGA ST",801-41 E ATLANTIC ST,3.10314824,EVENT_VENUE,RECREATION_SITE,5,3,7,24,Y,Y,N,PAL leases from PPR.,21427.1015625,852.660620143739
339,Lloyd Hall Recreation Center,East Fairmount Park,Y,Lloyd Hall Recreation Center,Lloyd Hall,,997,800 KELLY DR,19130,2500 SPRING GARDEN ST,"2500 SPRING GARDEN ST;1 JOHN B KELLY DR;790 WATER WORKS DR",1.3583829,RECREATION_CENTER,RECREATION_SITE,9,5,4,9,Y,Y,Y,Located in East Fairmount Park,9370.41015625,381.574982431211
340,Wilmot Park,Wilmot Park,N,,Wilmot,"Da Square;Square Park",99,1801 MEADOW ST,19124,1801 MEADOW ST,Hawthorne St & Meadow St,0.42003749,PLAYGROUND_SITE,RECREATION_SITE,6,2,7,15,Y,Y,N,Historic Designation for the land on 10/2021.,2901.28125,238.74141012824
341,Anna M Ross Park,Anna M Ross Park,N,Anna M. Ross Park,Ross,10th & Glenwood,762,1000 W GLENWOOD AVE,19133,1000 W GLENWOOD AVE,"10th & Clearfield, 1000 W GLENWOOD AVE",0.41942457,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,8,3,5,25,Y,Y,N,,2895.8515625,244.792519801751
342,Emanuel Weinberg Park,Emanuel Weinberg Park,N,Emanuel Weinberg Park,Weinberg, ,185,2205 S 06TH ST,19148,2201-09 S 6TH ST,"2201-09 S 06TH ST, 6th & Jackson",0.42156817,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,7,1,3,Y,Y,N,,2904,251.829964571915
343,Corporal George J Reed Jr Memorial Playground,Corporal George J Reed Jr Memorial Playground,N,"Corporal George J. Reed, Jr. Memorial Playground",Reed, ,1173,213 W ONTARIO ST,19140,213 W ONTARIO ST,Ontario & Decatur,0.39665047,PLAYGROUND_SITE,MISC_PARK,5,3,7,25,Y,Y,N,,2738.859375,222.705225540592
344,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,N,Wissahickon Neighbors Playground,Wissahickon Neighbors, ,2902,3901 TERRACE ST,19128,3901 TERRACE ST,"Terrace St & Hermit St;3901 TERRACE ST;200 HERMIT ST",0.39599126,PLAYGROUND_SITE,MISC_PARK,3,4,4,5,Y,Y,N,,2735.8359375,207.744401151363
345,Louis I Kahn Park,Louis I Kahn Park,N,,Kahn, ,377,328 S 11TH ST,19107,328-38 S 11TH ST,"328-38 S 11TH ST, 11th & Pine",0.38831797,NEIGHBORHOOD_PARK,SQUARE_PLAZA,12,5,1,9,Y,Y,N,NA-Wash West Historic District (Archives-2025),2676.83984375,265.758044448162
